S,Word,Wor/Phr,Type,British phonetics,5916,LV,700,1334,800,260,412,20465
5255,layout,W,n,ˈleɪaʊt,5916,C1,,,,,,20465
5256,leak,W,n,liːk,5916,C1,,,,,,20465
5257,leak,W,v,liːk,5916,C1,,,,,,20465
5258,leap,W,n,liːp,5916,C1,,,,,,20465
5259,leap,W,v,liːp,5916,C1,,,,,,20465
5260,legacy,W,n,ˈlɛgəsi,5916,C1,,,,,,20465
5261,legendary,W,adj,ˈlɛʤəndəri,5916,C1,,,,,,20465
5262,legislation,W,n,ˌlɛʤɪsˈleɪʃən,5916,C1,,,,,,20465
5263,legislative,W,adj,ˈlɛʤɪslətɪv,5916,C1,,,,,,20465
5264,legislature,W,n,ˈlɛʤɪsleɪʧə,5916,C1,,,,,,20465
5265,legitimate,W,adj,lɪˈʤɪtɪmɪt / lɪˈʤɪtɪmeɪt,5916,C1,,,,,,20465
5266,lesbian,W,adj,ˈlɛzbɪən,5916,C1,,,,,,20465
5267,lethal,W,adj,ˈliːθəl,5916,C1,,,,,,20465
5268,liable,W,adj,ˈlaɪəbl,5916,C1,,,,,,20465
5269,liberal,W,adj,ˈlɪbərəl,5916,C1,,,,,,20465
5270,liberal,W,n,ˈlɪbərəl,5916,C1,,,,,,20465
5271,liberation,W,n,ˌlɪbəˈreɪʃən,5916,C1,,,,,,20465
5272,liberty,W,n,ˈlɪbəti,5916,C1,,,,,,20465
5273,license,W,v,ˈlaɪsəns,5916,C1,,,,,,20465
5274,lifelong,W,adj,ˈlaɪflɒŋ,5916,C1,,,,,,20465
5275,likelihood,W,n,ˈlaɪklɪhʊd,5916,C1,,,,,,20465
5276,limb,W,n,lɪm,5916,C1,,,,,,20465
5277,linear,W,adj,ˈlɪnɪə,5916,C1,,,,,,20465
5278,linger,W,v,ˈlɪŋgə,5916,C1,,,,,,20465
5279,listing,W,n,ˈlɪstɪŋ,5916,C1,,,,,,20465
5280,literacy,W,n,ˈlɪtərəsi,5916,C1,,,,,,20465
5281,liver,W,n,ˈlɪvə,5916,C1,,,,,,20465
5282,lobby,W,n,ˈlɒbi,5916,C1,,,,,,20465
5283,lobby,W,v,ˈlɒbi,5916,C1,,,,,,20465
5284,log,W,n,lɒg,5916,C1,,,,,,20465
5285,log,W,v,lɒg,5916,C1,,,,,,20465
5286,loom,W,v,luːm,5916,C1,,,,,,20465
5287,loop,W,n,luːp,5916,C1,,,,,,20465
5288,loyalty,W,n,ˈlɔɪəlti,5916,C1,,,,,,20465
5289,machinery,W,n,məˈʃiːnəri,5916,C1,,,,,,20465
5290,magical,W,adj,ˈmæʤɪkəl,5916,C1,,,,,,20465
5291,magistrate,W,n,ˈmæʤɪstreɪt,5916,C1,,,,,,20465
5292,magnetic,W,adj,mægˈnɛtɪk,5916,C1,,,,,,20465
5293,magnitude,W,n,ˈmægnɪtjuːd,5916,C1,,,,,,20465
5294,mainland,W,n,ˈmeɪnlənd,5916,C1,,,,,,20465
5295,mainstream,W,adj,ˈmeɪnstriːm,5916,C1,,,,,,20465
5296,maintenance,W,n,ˈmeɪntənəns,5916,C1,,,,,,20465
5297,major,W,n,ˈmeɪʤə,5916,C1,,,,,,20465
5298,mandate,W,n,ˈmændeɪt,5916,C1,,,,,,20465
5299,mandatory,W,adj,ˈmændətəri,5916,C1,,,,,,20465
5300,manifest,W,v,ˈmænɪfɛst,5916,C1,,,,,,20465
5301,manipulate,W,v,məˈnɪpjʊleɪt,5916,C1,,,,,,20465
5302,manipulation,W,n,məˌnɪpjʊˈleɪʃən,5916,C1,,,,,,20465
5303,manuscript,W,n,ˈmænjʊskrɪpt,5916,C1,,,,,,20465
5304,march,W,v,mɑːʧ,5916,C1,,,,,,20465
5305,marginal,W,adj,ˈmɑːʤɪnəl,5916,C1,,,,,,20465
5306,marine,W,adj,məˈriːn,5916,C1,,,,,,20465
5307,marketplace,W,n,ˈmɑːkɪtpleɪs,5916,C1,,,,,,20465
5308,mask,W,n,mɑːsk,5916,C1,,,,,,20465
5309,massacre,W,n,ˈmæsəkə,5916,C1,,,,,,20465
5310,mathematical,W,adj,ˌmæθɪˈmætɪkəl,5916,C1,,,,,,20465
5311,mature,W,adj,məˈtjʊə,5916,C1,,,,,,20465
5312,meantime,W,n,ˈmiːnˈtaɪm,5916,C1,,,,,,20465
5313,medieval,W,adj,ˌmɛdɪˈiːvəl,5916,C1,,,,,,20465
5314,meditation,W,n,ˌmɛdɪˈteɪʃən,5916,C1,,,,,,20465
5315,melody,W,n,ˈmɛlədi,5916,C1,,,,,,20465
5316,memo,W,n,ˈmiːməʊ,5916,C1,,,,,,20465
5317,memoir,W,n,ˈmɛmwɑː,5916,C1,,,,,,20465
5318,memorial,W,n,mɪˈmɔːrɪəl,5916,C1,,,,,,20465
5319,mentor,W,n,ˈmɛntɔː,5916,C1,,,,,,20465
5320,merchant,W,n,ˈmɜːʧənt,5916,C1,,,,,,20465
5321,mercy,W,n,ˈmɜːsi,5916,C1,,,,,,20465
5322,mere,W,adj,mɪə,5916,C1,,,,,,20465
5323,merge,W,v,mɜːʤ,5916,C1,,,,,,20465
5324,merger,W,n,ˈmɜːʤə,5916,C1,,,,,,20465
5325,merit,W,n,ˈmɛrɪt,5916,C1,,,,,,20465
5326,militant,W,n,ˈmɪlɪtənt,5916,C1,,,,,,20465
5327,militia,W,n,mɪˈlɪʃə,5916,C1,,,,,,20465
5328,mill,W,n,mɪl,5916,C1,,,,,,20465
5329,mining,W,n,ˈmaɪnɪŋ,5916,C1,,,,,,20465
5330,ministry,W,n,ˈmɪnɪstri,5916,C1,,,,,,20465
5331,minute,W,adj,ˈmɪnɪt / maɪˈnjuːt,5916,C1,,,,,,20465
5332,miracle,W,n,ˈmɪrəkl,5916,C1,,,,,,20465
5333,misleading,W,adj,mɪsˈliːdɪŋ,5916,C1,,,,,,20465
5334,missile,W,n,ˈmɪsaɪl,5916,C1,,,,,,20465
5335,mob,W,n,mɒb,5916,C1,,,,,,20465
5336,moderate,W,adj,ˈmɒdərɪt / ˈmɒdəreɪt,5916,C1,,,,,,20465
5337,modification,W,n,ˌmɒdɪfɪˈkeɪʃən,5916,C1,,,,,,20465
5338,momentum,W,n,məʊˈmɛntəm,5916,C1,,,,,,20465
5339,monk,W,n,mʌŋk,5916,C1,,,,,,20465
5340,morality,W,n,məˈrælɪti,5916,C1,,,,,,20465
5341,motive,W,n,ˈməʊtɪv,5916,C1,,,,,,20465
5342,motorist,W,n,ˈməʊtərɪst,5916,C1,,,,,,20465
5343,municipal,W,adj,mju(ː)ˈnɪsɪpəl,5916,C1,,,,,,20465
5344,mutual,W,adj,ˈmjuːtjʊəl,5916,C1,,,,,,20465
5345,nationwide,W,adj,ˈneɪʃənwaɪd,5916,C1,,,,,,20465
5346,naval,W,adj,ˈneɪvəl,5916,C1,,,,,,20465
5347,neighbouring,W,adj,ˈneɪbərɪŋ,5916,C1,,,,,,20465
5348,nest,W,n,nɛst,5916,C1,,,,,,20465
5349,newsletter,W,n,ˈnjuːzˌlɛtə,5916,C1,,,,,,20465
5350,niche,W,n,niːʃ / nɪʧ,5916,C1,,,,,,20465
5351,noble,W,adj,ˈnəʊbl,5916,C1,,,,,,20465
5352,nod,W,v,nɒd,5916,C1,,,,,,20465
5353,nominate,W,v,ˈnɒmɪneɪt,5916,C1,,,,,,20465
5354,nomination,W,n,ˌnɒmɪˈneɪʃən,5916,C1,,,,,,20465
5355,nominee,W,n,ˌnɒmɪˈniː,5916,C1,,,,,,20465
5356,nonsense,W,n,ˈnɒnsəns,5916,C1,,,,,,20465
5357,noon,W,n,nuːn,5916,C1,,,,,,20465
5358,notable,W,adj,ˈnəʊtəbl,5916,C1,,,,,,20465
5359,notify,W,v,ˈnəʊtɪfaɪ,5916,C1,,,,,,20465
5360,notorious,W,adj,nəʊˈtɔːrɪəs,5916,C1,,,,,,20465
5361,nursery,W,n,ˈnɜːsəri,5916,C1,,,,,,20465
5362,objection,W,n,əbˈʤɛkʃən,5916,C1,,,,,,20465
5363,oblige,W,v,əˈblaɪʤ,5916,C1,,,,,,20465
5364,obsession,W,n,əbˈsɛʃən,5916,C1,,,,,,20465
5365,occasional,W,adj,əˈkeɪʒənl,5916,C1,,,,,,20465
5366,odds,W,n,ɒdz,5916,C1,,,,,,20465
5367,offering,W,n,ˈɒfərɪŋ,5916,C1,,,,,,20465
5368,offspring,W,n,ˈɒfsprɪŋ,5916,C1,,,,,,20465
5369,opt,W,v,ɒpt,5916,C1,,,,,,20465
5370,optical,W,adj,ˈɒptɪkəl,5916,C1,,,,,,20465
5371,oral,W,adj,ˈɔːrəl,5916,C1,,,,,,20465
5372,organizational,W,adj,ˌɔːgənaɪˈzeɪʃən(ə)l,5916,C1,,,,,,20465
5373,outbreak,W,n,ˈaʊtbreɪk,5916,C1,,,,,,20465
5374,outing,W,n,ˈaʊtɪŋ,5916,C1,,,,,,20465
5375,outlet,W,n,ˈaʊtlɛt,5916,C1,,,,,,20465
5376,outlook,W,n,ˈaʊtlʊk,5916,C1,,,,,,20465
5377,outrage,W,n,ˈaʊtreɪʤ,5916,C1,,,,,,20465
5378,outsider,W,n,ˌaʊtˈsaɪdə,5916,C1,,,,,,20465
5379,overlook,W,v,ˌəʊvəˈlʊk,5916,C1,,,,,,20465
5380,oversee,W,v,ˌəʊvəˈsiː,5916,C1,,,,,,20465
5381,overturn,W,v,ˈəʊvətɜːn / ˌəʊvəˈtɜːn,5916,C1,,,,,,20465
5382,pad,W,n,pæd,5916,C1,,,,,,20465
5383,parameter,W,n,pəˈræmɪtə,5916,C1,,,,,,20465
5384,parental,W,adj,pəˈrɛntl,5916,C1,,,,,,20465
5385,parish,W,n,ˈpærɪʃ,5916,C1,,,,,,20465
5386,parliamentary,W,adj,ˌpɑːləˈmɛntəri,5916,C1,,,,,,20465
5387,passing,W,n,ˈpɑːsɪŋ,5916,C1,,,,,,20465
5388,passive,W,adj,ˈpæsɪv,5916,C1,,,,,,20465
5389,pastor,W,n,ˈpɑːstə,5916,C1,,,,,,20465
5390,patch,W,n,pæʧ,5916,C1,,,,,,20465
5391,patent,W,n,ˈpeɪtənt / ˈpætənt,5916,C1,,,,,,20465
5392,pathway,W,n,ˈpɑːθweɪ,5916,C1,,,,,,20465
5393,patrol,W,n,pəˈtrəʊl,5916,C1,,,,,,20465
5394,patron,W,n,ˈpeɪtrən,5916,C1,,,,,,20465
5395,peak,W,n,piːk,5916,C1,,,,,,20465
5396,peasant,W,n,ˈpɛzənt,5916,C1,,,,,,20465
5397,peculiar,W,adj,pɪˈkjuːliə,5916,C1,,,,,,20465
5398,persist,W,v,pəˈsɪst,5916,C1,,,,,,20465
5399,persistent,W,adj,pəˈsɪstənt,5916,C1,,,,,,20465
5400,personnel,W,n,ˌpɜːsəˈnɛl,5916,C1,,,,,,20465
5401,petition,W,n,pɪˈtɪʃən,5916,C1,,,,,,20465
5402,philosopher,W,n,fɪˈlɒsəfə,5916,C1,,,,,,20465
5403,philosophical,W,adj,ˌfɪləˈsɒfɪkəl,5916,C1,,,,,,20465
5404,physician,W,n,fɪˈzɪʃən,5916,C1,,,,,,20465
5405,pioneer,W,n,ˌpaɪəˈnɪə,5916,C1,,,,,,20465
5406,pipeline,W,n,ˈpaɪplaɪn,5916,C1,,,,,,20465
5407,pirate,W,n,ˈpaɪərɪt,5916,C1,,,,,,20465
5408,pit,W,n,pɪt,5916,C1,,,,,,20465
5409,plea,W,n,pliː,5916,C1,,,,,,20465
5410,plead,W,v,pliːd,5916,C1,,,,,,20465
5411,pledge,W,n,plɛʤ,5916,C1,,,,,,20465
5412,pledge,W,v,plɛʤ,5916,C1,,,,,,20465
5413,plug,W,n,plʌg,5916,C1,,,,,,20465
5414,plug,W,v,plʌg,5916,C1,,,,,,20465
5415,plunge,W,v,plʌnʤ,5916,C1,,,,,,20465
5416,pole,W,n,pəʊl,5916,C1,,,,,,20465
5417,poll,W,n,pəʊl,5916,C1,,,,,,20465
5418,pond,W,n,pɒnd,5916,C1,,,,,,20465
5419,pop,W,v,pɒp,5916,C1,,,,,,20465
5420,portfolio,W,n,pɔːtˈfəʊliəʊ,5916,C1,,,,,,20465
5421,portray,W,v,pɔːˈtreɪ,5916,C1,,,,,,20465
5422,preach,W,v,priːʧ,5916,C1,,,,,,20465
5423,precedent,W,n,ˈprɛsɪdənt / prɪˈsiːdənt,5916,C1,,,,,,20465
5424,predator,W,n,ˈprɛdətə,5916,C1,,,,,,20465
5425,predecessor,W,n,ˈpriːdɪsɛsə,5916,C1,,,,,,20465
5426,pregnancy,W,n,ˈprɛgnənsi,5916,C1,,,,,,20465
5427,prejudice,W,n,ˈprɛʤʊdɪs,5916,C1,,,,,,20465
5428,preliminary,W,adj,prɪˈlɪmɪnəri,5916,C1,,,,,,20465
5429,premier,W,n,ˈprɛmiə,5916,C1,,,,,,20465
5430,premise,W,n,ˈprɛmɪs / prɪˈmaɪz,5916,C1,,,,,,20465
5431,premium,W,n,ˈpriːmiəm,5916,C1,,,,,,20465
5432,prescribe,W,v,prɪsˈkraɪb,5916,C1,,,,,,20465
5433,prescription,W,n,prɪsˈkrɪpʃən,5916,C1,,,,,,20465
5434,preservation,W,n,ˌprɛzə(ː)ˈveɪʃən,5916,C1,,,,,,20465
5435,preside,W,v,prɪˈzaɪd,5916,C1,,,,,,20465
5436,presidency,W,n,ˈprɛzɪdənsi,5916,C1,,,,,,20465
5437,presidential,W,adj,ˌprɛzɪˈdɛnʃəl,5916,C1,,,,,,20465
5438,prestigious,W,adj,prɛˈstɪʤəs,5916,C1,,,,,,20465
5439,presume,W,v,prɪˈzjuːm,5916,C1,,,,,,20465
5440,prevail,W,v,prɪˈveɪl,5916,C1,,,,,,20465
5441,prevalence,W,n,ˈprɛvələns,5916,C1,,,,,,20465
5442,prey,W,n,preɪ,5916,C1,,,,,,20465
5443,principal,W,n,ˈprɪnsəpəl,5916,C1,,,,,,20465
5444,privatization,W,n,ˌpraɪvɪtaɪˈzeɪʃ(ə)n,5916,C1,,,,,,20465
5445,privilege,W,n,ˈprɪvɪlɪʤ,5916,C1,,,,,,20465
5446,probe,W,n,prəʊb,5916,C1,,,,,,20465
5447,proceedings,W,n,prəˈsiːdɪŋz,5916,C1,,,,,,20465
5448,proceeds,W,n,ˈprəʊsiːdz,5916,C1,,,,,,20465
5449,processing,W,n,ˈprəʊsɛsɪŋ,5916,C1,,,,,,20465
5450,processor,W,n,ˈprəʊsɛsə,5916,C1,,,,,,20465
5451,proclaim,W,v,prəˈkleɪm,5916,C1,,,,,,20465
5452,productivity,W,n,ˌprɒdʌkˈtɪvɪti,5916,C1,,,,,,20465
5453,profitable,W,adj,ˈprɒfɪtəbl,5916,C1,,,,,,20465
5454,profound,W,adj,prəˈfaʊnd,5916,C1,,,,,,20465
5455,pronounced,W,adj,prəˈnaʊnst,5916,C1,,,,,,20465
5456,propaganda,W,n,ˌprɒpəˈgændə,5916,C1,,,,,,20465
5457,prosecute,W,v,ˈprɒsɪkjuːt,5916,C1,,,,,,20465
5458,prosecution,W,n,ˌprɒsɪˈkjuːʃən,5916,C1,,,,,,20465
5459,prosecutor,W,n,ˈprɒsɪkjuːtə,5916,C1,,,,,,20465
5460,prospective,W,adj,prəsˈpɛktɪv,5916,C1,,,,,,20465
5461,prosperity,W,n,prɒsˈpɛrɪti,5916,C1,,,,,,20465
5462,protective,W,adj,prəˈtɛktɪv,5916,C1,,,,,,20465
5463,province,W,n,ˈprɒvɪns,5916,C1,,,,,,20465
5464,provincial,W,adj,prəˈvɪnʃəl,5916,C1,,,,,,20465
5465,provision,W,n,prəˈvɪʒən,5916,C1,,,,,,20465
5466,provoke,W,v,prəˈvəʊk,5916,C1,,,,,,20465
5467,psychiatric,W,adj,ˌsaɪkɪˈætrɪk,5916,C1,,,,,,20465
5468,pulse,W,n,pʌls,5916,C1,,,,,,20465
5469,pump,W,n,pʌmp,5916,C1,,,,,,20465
5470,pump,W,v,pʌmp,5916,C1,,,,,,20465
5471,punch,W,n,pʌnʧ,5916,C1,,,,,,20465
5472,punch,W,v,pʌnʧ,5916,C1,,,,,,20465
5473,query,W,n,ˈkwɪəri,5916,C1,,,,,,20465
5474,quest,W,n,kwɛst,5916,C1,,,,,,20465
5475,quota,W,n,ˈkwəʊtə,5916,C1,,,,,,20465
5476,radar,W,n,ˈreɪdə,5916,C1,,,,,,20465
5477,radical,W,adj,ˈrædɪkəl,5916,C1,,,,,,20465
5478,rage,W,n,reɪʤ,5916,C1,,,,,,20465
5479,raid,W,n,reɪd,5916,C1,,,,,,20465
5480,rally,W,n,ˈræli,5916,C1,,,,,,20465
5481,rally,W,v,ˈræli,5916,C1,,,,,,20465
5482,ranking,W,n,ˈræŋkɪŋ,5916,C1,,,,,,20465
5483,rape,W,n,reɪp,5916,C1,,,,,,20465
5484,rape,W,v,reɪp,5916,C1,,,,,,20465
5485,ray,W,n,reɪ,5916,C1,,,,,,20465
5486,realization,W,n,ˌrɪəlaɪˈzeɪʃən,5916,C1,,,,,,20465
5487,realm,W,n,rɛlm,5916,C1,,,,,,20465
5488,rear,W,adj,rɪə,5916,C1,,,,,,20465
5489,rebel,W,n,ˈrɛbl / rɪˈbɛl,5916,C1,,,,,,20465
5490,rebellion,W,n,rɪˈbɛljən,5916,C1,,,,,,20465
5491,recipient,W,n,rɪˈsɪpɪənt,5916,C1,,,,,,20465
5492,recount,W,v,ˌriːˈkaʊnt / rɪˈkaʊnt,5916,C1,,,,,,20465
5493,referendum,W,n,ˌrɛfəˈrɛndəm,5916,C1,,,,,,20465
5494,reform,W,n,ˌriːˈfɔːm / rɪˈfɔːm,5916,C1,,,,,,20465
5495,refuge,W,n,ˈrɛfjuːʤ,5916,C1,,,,,,20465
5496,refusal,W,n,rɪˈfjuːzəl,5916,C1,,,,,,20465
5497,regain,W,v,rɪˈgeɪn,5916,C1,,,,,,20465
5498,regulator,W,n,ˈrɛgjʊleɪtə,5916,C1,,,,,,20465
5499,regulatory,W,adj,ˈrɛgjʊleɪt(ə)ri,5916,C1,,,,,,20465
5500,rehabilitation,W,n,ˌriːəˌbɪlɪˈteɪʃən,5916,C1,,,,,,20465
5501,reign,W,n,reɪn,5916,C1,,,,,,20465
5502,reluctant,W,adj,rɪˈlʌktənt,5916,C1,,,,,,20465
5503,remainder,W,n,rɪˈmeɪndə,5916,C1,,,,,,20465
5504,remains,W,n,rɪˈmeɪnz,5916,C1,,,,,,20465
5505,remedy,W,n,ˈrɛmɪdi,5916,C1,,,,,,20465
5506,reminder,W,n,rɪˈmaɪndə,5916,C1,,,,,,20465
5507,render,W,v,ˈrɛndə,5916,C1,,,,,,20465
5508,renew,W,v,rɪˈnjuː,5916,C1,,,,,,20465
5509,renowned,W,adj,rɪˈnaʊnd,5916,C1,,,,,,20465
5510,rental,W,n,ˈrɛntl,5916,C1,,,,,,20465
5511,reproduce,W,v,ˌriːprəˈdjuːs,5916,C1,,,,,,20465
5512,reproduction,W,n,ˌriːprəˈdʌkʃən,5916,C1,,,,,,20465
5513,republic,W,n,rɪˈpʌblɪk,5916,C1,,,,,,20465
5514,resemble,W,v,rɪˈzɛmbl,5916,C1,,,,,,20465
5515,reside,W,v,rɪˈzaɪd,5916,C1,,,,,,20465
5516,residence,W,n,ˈrɛzɪdəns,5916,C1,,,,,,20465
5517,residential,W,adj,ˌrɛzɪˈdɛnʃəl,5916,C1,,,,,,20465
5518,residue,W,n,ˈrɛzɪdjuː,5916,C1,,,,,,20465
5519,resignation,W,n,ˌrɛzɪgˈneɪʃən,5916,C1,,,,,,20465
5520,respective,W,adj,rɪsˈpɛktɪv,5916,C1,,,,,,20465
5521,restoration,W,n,ˌrɛstəˈreɪʃən,5916,C1,,,,,,20465
5522,restraint,W,n,rɪsˈtreɪnt,5916,C1,,,,,,20465
5523,resume,W,v,rɪˈzjuːm / ˈrɛzju(ː)meɪ,5916,C1,,,,,,20465
5524,retreat,W,n,rɪˈtriːt,5916,C1,,,,,,20465
5525,retreat,W,v,rɪˈtriːt,5916,C1,,,,,,20465
5526,retrieve,W,v,rɪˈtriːv,5916,C1,,,,,,20465
5527,revelation,W,n,ˌrɛvɪˈleɪʃən,5916,C1,,,,,,20465
5528,revenge,W,n,rɪˈvɛnʤ,5916,C1,,,,,,20465
5529,reverse,W,v,rɪˈvɜːs,5916,C1,,,,,,20465
5530,revival,W,n,rɪˈvaɪvəl,5916,C1,,,,,,20465
5531,revive,W,v,rɪˈvaɪv,5916,C1,,,,,,20465
5532,revolutionary,W,adj,ˌrɛvəˈluːʃnəri,5916,C1,,,,,,20465
5533,rifle,W,n,ˈraɪfl,5916,C1,,,,,,20465
5534,riot,W,n,ˈraɪət,5916,C1,,,,,,20465
5535,rip,W,v,rɪp,5916,C1,,,,,,20465
5536,ritual,W,n,ˈrɪʧʊəl,5916,C1,,,,,,20465
5537,robust,W,adj,rəʊˈbʌst,5916,C1,,,,,,20465
5538,rock,W,v,rɒk,5916,C1,,,,,,20465
5539,rod,W,n,rɒd,5916,C1,,,,,,20465
5540,rotate,W,v,rəʊˈteɪt / ˈrəʊteɪt,5916,C1,,,,,,20465
5541,rotation,W,n,rəʊˈteɪʃən,5916,C1,,,,,,20465
5542,ruling,W,n,ˈruːlɪŋ,5916,C1,,,,,,20465
5543,sacred,W,adj,ˈseɪkrɪd,5916,C1,,,,,,20465
5544,sacrifice,W,n,ˈsækrɪfaɪs,5916,C1,,,,,,20465
5545,sacrifice,W,v,ˈsækrɪfaɪs,5916,C1,,,,,,20465
5546,saint,W,n,seɪnt,5916,C1,,,,,,20465
5547,sanction,W,n,ˈsæŋkʃən,5916,C1,,,,,,20465
5548,scattered,W,adj,ˈskætəd,5916,C1,,,,,,20465
5549,screw,W,v,skruː,5916,C1,,,,,,20465
5550,seal,W,n,siːl,5916,C1,,,,,,20465
5551,seal,W,v,siːl,5916,C1,,,,,,20465
5552,secular,W,adj,ˈsɛkjʊlə,5916,C1,,,,,,20465
5553,seize,W,v,siːz,5916,C1,,,,,,20465
5554,senator,W,n,ˈsɛnətə,5916,C1,,,,,,20465
5555,sensation,W,n,sɛnˈseɪʃən,5916,C1,,,,,,20465
5556,sensitivity,W,n,ˌsɛnsɪˈtɪvɪti,5916,C1,,,,,,20465
5557,sentiment,W,n,ˈsɛntɪmənt,5916,C1,,,,,,20465
5558,serial,W,adj,ˈsɪərɪəl,5916,C1,,,,,,20465
5559,settlement,W,n,ˈsɛtlmənt,5916,C1,,,,,,20465
5560,shareholder,W,n,ˈʃeəˌhəʊldə,5916,C1,,,,,,20465
5561,shatter,W,v,ˈʃætə,5916,C1,,,,,,20465
5562,sheer,W,adj,ʃɪə,5916,C1,,,,,,20465
5563,shipping,W,n,ˈʃɪpɪŋ,5916,C1,,,,,,20465
5564,shoot,W,n,ʃuːt,5916,C1,,,,,,20465
5565,shrink,W,v,ʃrɪŋk,5916,C1,,,,,,20465
5566,shrug,W,v,ʃrʌg,5916,C1,,,,,,20465
5567,sigh,W,n,saɪ,5916,C1,,,,,,20465
5568,sigh,W,v,saɪ,5916,C1,,,,,,20465
5569,simulate,W,v,ˈsɪmjʊleɪt,5916,C1,,,,,,20465
5570,simulation,W,n,ˌsɪmjʊˈleɪʃən,5916,C1,,,,,,20465
5571,sin,W,n,sɪn,5916,C1,,,,,,20465
5572,sketch,W,n,skɛʧ,5916,C1,,,,,,20465
5573,skip,W,v,skɪp,5916,C1,,,,,,20465
5574,slam,W,v,slæm,5916,C1,,,,,,20465
5575,slap,W,v,slæp,5916,C1,,,,,,20465
5576,slash,W,v,slæʃ,5916,C1,,,,,,20465
5577,slavery,W,n,ˈsleɪvəri,5916,C1,,,,,,20465
5578,slot,W,n,slɒt,5916,C1,,,,,,20465
5579,smash,W,v,smæʃ,5916,C1,,,,,,20465
5580,snap,W,v,snæp,5916,C1,,,,,,20465
5581,soak,W,v,səʊk,5916,C1,,,,,,20465
5582,socialist,W,adj,ˈsəʊʃəlɪst,5916,C1,,,,,,20465
5583,sole,W,adj,səʊl,5916,C1,,,,,,20465
5584,solicitor,W,n,səˈlɪsɪtə,5916,C1,,,,,,20465
5585,solidarity,W,n,ˌsɒlɪˈdærɪti,5916,C1,,,,,,20465
5586,solo,W,n,ˈsəʊləʊ,5916,C1,,,,,,20465
5587,sound,W,adj,saʊnd,5916,C1,,,,,,20465
5588,sovereignty,W,n,ˈsɒvrənti,5916,C1,,,,,,20465
5589,spam,W,n,spæm,5916,C1,,,,,,20465
5590,span,W,n,spæn,5916,C1,,,,,,20465
5591,span,W,v,spæn,5916,C1,,,,,,20465
5592,spare,W,v,speə,5916,C1,,,,,,20465
5593,spark,W,v,spɑːk,5916,C1,,,,,,20465
5594,specimen,W,n,ˈspɛsɪmɪn,5916,C1,,,,,,20465
5595,spectacle,W,n,ˈspɛktəkl,5916,C1,,,,,,20465
5596,spectrum,W,n,ˈspɛktrəm,5916,C1,,,,,,20465
5597,spell,W,n,spɛl,5916,C1,,,,,,20465
5598,spin,W,n,spɪn,5916,C1,,,,,,20465
5599,spin,W,v,spɪn,5916,C1,,,,,,20465
5600,spine,W,n,spaɪn,5916,C1,,,,,,20465
5601,spotlight,W,n,ˈspɒtlaɪt,5916,C1,,,,,,20465
5602,spouse,W,n,spaʊz,5916,C1,,,,,,20465
5603,spy,W,n,spaɪ,5916,C1,,,,,,20465
5604,squad,W,n,skwɒd,5916,C1,,,,,,20465
5605,squeeze,W,v,skwiːz,5916,C1,,,,,,20465
5606,stab,W,v,stæb,5916,C1,,,,,,20465
5607,stake,W,n,steɪk,5916,C1,,,,,,20465
5608,stark,W,adj,stɑːk,5916,C1,,,,,,20465
5609,steer,W,v,stɪə,5916,C1,,,,,,20465
5610,stem,W,n,stɛm,5916,C1,,,,,,20465
5611,stem,W,v,stɛm,5916,C1,,,,,,20465
5612,stereotype,W,n,ˈstɪərɪətaɪp,5916,C1,,,,,,20465
5613,stimulus,W,n,ˈstɪmjʊləs,5916,C1,,,,,,20465
5614,stir,W,v,stɜː,5916,C1,,,,,,20465
5615,storage,W,n,ˈstɔːrɪʤ,5916,C1,,,,,,20465
5616,strain,W,n,streɪn,5916,C1,,,,,,20465
5617,strand,W,n,strænd,5916,C1,,,,,,20465
5618,strategic,W,adj,strəˈtiːʤɪk,5916,C1,,,,,,20465
5619,strip,W,n,strɪp,5916,C1,,,,,,20465
5620,strip,W,v,strɪp,5916,C1,,,,,,20465
5621,strive,W,v,straɪv,5916,C1,,,,,,20465
5622,stumble,W,v,ˈstʌmbl,5916,C1,,,,,,20465
5623,stun,W,v,stʌn,5916,C1,,,,,,20465
5624,submission,W,n,səbˈmɪʃən,5916,C1,,,,,,20465
5625,subscriber,W,n,səbˈskraɪbə,5916,C1,,,,,,20465
5626,subscription,W,n,səbˈskrɪpʃən,5916,C1,,,,,,20465
5627,subsidy,W,n,ˈsʌbsɪdi,5916,C1,,,,,,20465
5628,substitute,W,n,ˈsʌbstɪtjuːt,5916,C1,,,,,,20465
5629,subtle,W,adj,ˈsʌtl,5916,C1,,,,,,20465
5630,suburban,W,adj,səˈbɜːbən,5916,C1,,,,,,20465
5631,succession,W,n,səkˈsɛʃən,5916,C1,,,,,,20465
5632,successive,W,adj,səkˈsɛsɪv,5916,C1,,,,,,20465
5633,successor,W,n,səkˈsɛsə,5916,C1,,,,,,20465
5634,suck,W,v,sʌk,5916,C1,,,,,,20465
5635,sue,W,v,sjuː,5916,C1,,,,,,20465
5636,suicide,W,n,ˈsjʊɪsaɪd,5916,C1,,,,,,20465
5637,suite,W,n,swiːt,5916,C1,,,,,,20465
5638,summit,W,n,ˈsʌmɪt,5916,C1,,,,,,20465
5639,superb,W,adj,sju(ː)ˈpɜːb,5916,C1,,,,,,20465
